Donor,donorcountryid
Plan Ireland,Total DAC
Plan Liberia,Total DAC
Plan Mali,Total DAC
Plan Norge,Total DAC
Plan Sudan,Total DAC
Plan Sweden,Total DAC
Plan Timor-Leste,Total DAC
Plan UK,Total DAC
Planeta,Total DAC
Planete Urgence,Total DAC
Polish Center for International Aid,Total DAC
Polish Humanitarian Action,Total DAC
Polish Humanitarian Organisation,Total DAC
Pompiers sans frontières,Total DAC
Potsdam Kommunikation,Total DAC
Pour une Syrie libre,Total DAC
Practical Action ( formerly Intermediate Technology Development Group),Total DAC
PRADET,Total DAC
Praktisk Solidarites,Total DAC
Premiere Urgence,Total DAC
Première Urgence - Aide Médicale InterNationale,Total DAC
Presbyterian Church in Ireland,Total DAC
Primate's World Relief and Development Fund,Total DAC
Private Agencies Collaborating Together ,Total DAC
Professionals in Humanitarian Assistance and Protection,Total DAC
Programme Against Malnutrition,Total DAC
Programme de Promotion de Soins de Santé Primaires (PPSSP),Total DAC
Progressio,Total DAC
Project Concern InterNational,Total DAC
Protecting Through Education,Total DAC
Protos,Total DAC
Protracted Relief Programme Partners (Zimbabwe),Total DAC
Provea - Venezolano de Educación-Acción en Derechos Humanos,Total DAC
PTM - Paz y Tercer Mundo,Total DAC
PUMP AID,Total DAC
Qandil,Total DAC
Qatar Charitable Society,Total DAC
Quaker United Nations Office,Total DAC
Questscope,Total DAC
Radanar Ayar Association,Total DAC
Rahma Islamic Relief Fund,Total DAC
Rahmo Rehabilitation Organisation,Total DAC
Rape Crisis Centre,Total DAC
Raqeep Organization for Human Rights,Total DAC
Rawa Association,Total DAC
RCN Justice Democratie,Total DAC
REA - Réhabilitation  Education Aide social,Total DAC
Reach Out,Total DAC
Reach Out Initiative,Total DAC
Reach Out To Asia,Total DAC
Rebatisseurs de la muraille des oeuvres de Dieu,Total DAC
Rebuild Iraq Recruitment Program,Total DAC
Red R,Total DAC
RedR,Total DAC
Refugee Consortium of Kenya,Total DAC
Refugee Education Trust,Total DAC
Refugee Trust,Total DAC
Refugees InterNational,Total DAC
Rehabilitation and Research Centre for Torture Victims,Total DAC
Rehabilitation Education And Community Health,Total DAC
Rehabilitation InterNational,Total DAC
Relief and Humanitarian Aid Organisation in Dar al Fatwa,Total DAC
Relief Pakistan,Total DAC
René Moawad Foundation,Total DAC
Reporters Sans Frontières,Total DAC
Reprise de Justesse,Total DAC
Rescue South Africa,Total DAC
Response InterNational,Total DAC
REST - Relief Society of Tigray,Total DAC
Right to Live Society,Total DAC
Right to Play,Total DAC
ROKPA,Total DAC
Ronald McDonald House Charities,Total DAC
ROPKA InterNational,Total DAC
Roshni Development Organization,Total DAC
Royal Health Awareness Society,Total DAC
Rumänienhilfe Liebenau,Total DAC
Rumänienhilfe Schärding,Total DAC
Rural Agency for Community Development and Assistance,Total DAC
Rural Community Action for Peace and Development,Total DAC
Rural Development Initiative Pakistan,Total DAC
Rural Focus,Total DAC
SAACID,Total DAC
Sabou Guinee,Total DAC
Sad Africa,Total DAC
Sada Al Irak Organisation,Total DAC
SaferAfrica,Total DAC
Saferworld,Total DAC
Sage Organisation,Total DAC
Sahkar Dost Welfare Association,Total DAC
SAM - Schweizer Allianz Mission,Total DAC
SAM - Schweizer Allianz Mission ,Total DAC
Sama Al-Yemen Development Foundation,Total DAC
Samusocial Peru,Total DAC
SANAD Charity Foundation,Total DAC
Sangtani Women Rural Development Organization,Total DAC
Santé Diabète,Total DAC
Santé Mali Rhône Alpes,Total DAC
Santé pour le Développement et la Stabilité d’Haïti,Total DAC
Sante Sud,Total DAC
Sarhad Rural Support Programme,Total DAC
Sarvodaya Shramadana Movement,Total DAC
Sath Development Organization,Total DAC
Satunama,Total DAC
Saude em Portugues,Total DAC
Saúde em Português,Total DAC
Save and Serve,Total DAC
Save Somali Women & Children,Total DAC
Save the Children ,Total DAC
Save the Children - Canada,Total DAC
Save the Children - Denmark,Total DAC
Save the Children - France,Total DAC
Save the Children - Japan,Total DAC
Save the Children - Netherlands,Total DAC
Save the Children - Norway,Total DAC
Save the Children - Sri Lanka,Total DAC
Save the Children - Sweden,Total DAC
Save the Children - Uganda,Total DAC
Save the Children - United Kingdom,Total DAC
Save the Children - USA,Total DAC
Save the Children Alliance,Total DAC
Save the Children Federaton Inc.,Total DAC
"Save the Children, Youths and Women Organization",Total DAC
Save Youth Future Society,Total DAC
Sawa Organization,Total DAC
Sawaid Health Organization,Total DAC
SC - Caritas,Total DAC
Scandinavian Children's Mission ,Total DAC
Scottish Catholic InterNational Aid Fund,Total DAC
Search for Common Ground,Total DAC
Secours Catholique et Développement,Total DAC
Secretariado Diocesano de Pastoral Social,Total DAC
Sécurité civile,Total DAC
Seeds of Peace,Total DAC
SEEMA Center for Training and Protection of Women and Child's Rights,Total DAC
Seestern e.V.,Total DAC
Self Employment Womens' Association,Total DAC
Serve Pastoralist International,Total DAC
Service Social InterNational  ,Total DAC
Sewalanka,Total DAC
Sezam,Total DAC
SFCG/RDC,Total DAC
Shah Sachal Sami Foundation,Total DAC
Shahrukhi Rehabilitation Project,Total DAC
SHAML - Palestinian Diaspora and Refugee Center ,Total DAC
Shanti Volunteer Association,Total DAC
Sharek Youth Forum ,Total DAC
SHASSMEPPE,Total DAC
Shelter for Life,Total DAC
Shelter Now InterNational ,Total DAC
Shilale Rehabilitation and Ecological Concern,Total DAC
Shining Future Humanitarian Organization,Total DAC
Shining Light Community Development Organization,Total DAC
Sibro Organization for Development,Total DAC
Sign of Hope,Total DAC
SIM Canada,Total DAC
Skeiv Solidaritet,Total DAC
Skills Active Forward,Total DAC
Social Humanitarian Economical Intervention for Local Development,Total DAC
Social Impact,Total DAC
Social Life and Agricultural Development Organisation,Total DAC
"Social, Humanitarian, Economical Intervention for Local Developmen",Total DAC
"Société Axis, Centre orthopédique d'Assomption",Total DAC
SOCIETE DE COOPERATION POUR LE DEVELOPPEMENT DE FIZI  (SOCOODEFI),Total DAC
Société Kolping,Total DAC
Society for Community Development,Total DAC
Society for Human and Environmental Development,Total DAC
Society for Human and Institutional Development,Total DAC
Society for Humanitarian Solidarity,Total DAC
"Society for the Advancement, Community, health, Education and Training",Total DAC
SODI - Solidaritätsdienst-InterNational ,Total DAC
Soles4Souls,Total DAC
Solidar,Total DAC
SOLIDAR INGO CONSORTIUM ,Total DAC
Solidaridad InterNational,Total DAC
Solidarität mit Lateinamerika,Total DAC
Solidarité Féminine pour la Paix et le Développement Intégral,Total DAC
Solidarite Protestante,Total DAC
Solidarité Socialiste,Total DAC
Solidarité Syndicale - Luxembourg,Total DAC
"Solidarité, Urgence, Developpement",Total DAC
Solidarités,Total DAC
Solidarites-Belgium,Total DAC
Solidarites-France,Total DAC
Solidarity Group of Jubbaland,Total DAC
Solidarmed,Total DAC
Solo Enviro Beautification,Total DAC
Somaction,Total DAC
Somali Aid Foundations,Total DAC
Somali Community Concern,Total DAC
Somali Community Development Foundation,Total DAC
Somali Community Literacy Center,Total DAC
Somali Development & Rehabilitation Organisation,Total DAC
Somali Development and Rehabilitation Organisation,Total DAC
Somali Education and Health Organisation,Total DAC
Somali Humanitarian Aid and Development Organization,Total DAC
Somali Relief and Development Action,Total DAC
Somali Relief and Development Society,Total DAC
Somali Transformation Group,Total DAC
Somali Youth for Peace and Development,Total DAC
Somalia Resilience Program,Total DAC
SomaliAid,Total DAC
Somaliland community development Organization,Total DAC
Soroti Catholic Diocese Integrated Development Organisation,Total DAC
SOS Children's Villages,Total DAC
SOS Faim,Total DAC
SOS Futures Maman,Total DAC
SOS Kinderdorpen,Total DAC
SOS Malta,Total DAC
SOS Sahel InterNational,Total DAC
"SOS Villages d""enfants",Total DAC
SOS Villages d'Enfants,Total DAC
SOS-barnbyar Sweden,Total DAC
Soul for Development,Total DAC
Soul of Haiti,Total DAC
South Sudan Development Agency,Total DAC
Southern Alliance for Indigenous Resources,Total DAC
SPDS,Total DAC
Special Court,Total DAC
Sports and Cooperation Network,Total DAC
St. Josephs Care and Support Trust at Sizanani Village,Total DAC
Standard Alliance,Total DAC
STC-NOR,Total DAC
Stichting CARE Nederland,Total DAC
Stitching War Child,Total DAC
Street Children Aid,Total DAC
Sudan Aid,Total DAC
Sudan Integrated Mine Action Service,Total DAC
Sudan Medical Care,Total DAC
Sudan Open Learning Organisation,Total DAC
Sudan Peace and Education Development Programme,Total DAC
Sudan Social Development Organization ,Total DAC
Sudanese Development Call Organization,Total DAC
Sudanese Organization for Rehabilitation and Construction,Total DAC
Sudanese Women's General Union,Total DAC
Support Agency for Rural and Human Association’s Development,Total DAC
Support to Life,Total DAC
SurfAid,Total DAC
Survivor Corps,Total DAC
Sustainable Development and Peace Building Initiatives,Total DAC
Svenska Missionsradet,Total DAC
Swedish Alliance Mission ,Total DAC
Swedish Christian Council,Total DAC
Swedish Committee for Afghanistan,Total DAC
Swedish Covenant Mission,Total DAC
Swedish Groups of Africa,Total DAC
Swedish Lutheran Aid,Total DAC
Swedish Refugee Aid,Total DAC
Swiss Campaign to Ban Landmines,Total DAC
Swiss Centre for InterNational Health,Total DAC
Swiss Rotary Club,Total DAC
SWISSAID,Total DAC
SWISSO - Kalmo,Total DAC
Syria Sanad,Total DAC
Tadamun Social Society,Total DAC
Tahaddi & Apprentis d'Auteuils,Total DAC
Taiwan Grassroots Women Workers' Centre,Total DAC
Tajdid Iraq Association for Developing Economy,Total DAC
Tajik Aid,Total DAC
Tamil Rehabilitation Organisation,Total DAC
Tammuz Organizataion for Social Development,Total DAC
Tanad Relief and Development Organisation,Total DAC
Tawsol Al Amal Charity Organization,Total DAC
Temele Development Organisation,Total DAC
Terra Nuova,Total DAC
Terre Des Hommes,Total DAC
Terre des Hommes - Germany,Total DAC
Terre des Hommes - Italy,Total DAC
Terre des Hommes - Lausanne,Total DAC
Thailand Burma Border Consortium,Total DAC
The Bridge Fund,Total DAC
The Foundation for the Refugee Education Trust,Total DAC
The National Institution of Social Care and Vocational Training,Total DAC
The Palestine Solidarity Association in Sweden,Total DAC
The Sisters of Charity,Total DAC
The Swedish Fellowship of Reconciliation,Total DAC
The Swedish Organisation for Individual Relief,Total DAC
The Tibet Fund,Total DAC
The United Iraqi Medical Society for Relief and Development,Total DAC
Thirst No More,Total DAC
Tibet House Trust,Total DAC
Tides Center,Total DAC
TIRUS - Maluku network of NGOs,Total DAC
TrainAid InterNational,Total DAC
Transcultural Psychosocial Organisation,Total DAC
Transparencia Venezuela,Total DAC
Transparency InterNational,Total DAC
Treatment and Rehabilitation Centre ,Total DAC
Triangle,Total DAC
Triyog Trust NZ,Total DAC
Trosgnistans Mission,Total DAC
Turath Organization for Human Development,Total DAC
Turkish Kidney Foundation,Total DAC
Un Enfant Par La Main,Total DAC
Un Ponte Per ,Total DAC
Union des Organisations Syrienne de Secours Médicaux,Total DAC
Union of Agricultural Work Committees,Total DAC
United Church of Canada,Total DAC
United Methodist Committee on Relief,Total DAC
United Way InterNational,Total DAC
United Way of Massachusetts Bay and Merrimack Valley ,Total DAC
Unity and Cooperation for the Development of People,Total DAC
Unity and Cooperation for the Development of Peoples,Total DAC
Upper Nile Initiative and Development Organization,Total DAC
Upper Nile Kalaazar Eradication Association,Total DAC
Urgence Rehabilitation et Developpement,Total DAC
Urgence Solidarité Syrie,Total DAC
USA Fund for UNICEF,Total DAC
VAF - Verein für Afghanistan Förderung ,Total DAC
Valid Nutrition,Total DAC
Vamos Adelante,Total DAC
VENRO,Total DAC
Vento di Terra,Total DAC
Verdens Barn,Total DAC
Verein Hilfe fur Bangladesch,Total DAC
Verein Lichtblick ,Total DAC
Verein zur Unterstützung von Schulen für afgh. Flüchtlingskinder e.V,Total DAC
Vereniging voor Personele Samenwerking Ontwikkelings-landen,Total DAC
VETAID,Total DAC
Vet-Care Organization,Total DAC
Vétérinaire sans Frontieres,Total DAC
Vétérinaires sans Frontières (Belgium),Total DAC
Vétérinaires sans Frontières (Germany),Total DAC
Vétérinaires sans Frontières (Switzerland),Total DAC
Victims of Torture,Total DAC
Vie Sacree,Total DAC
VISION,Total DAC
Vision Hope International,Total DAC
Visions in Action,Total DAC
Viva Rio,Total DAC
Vivamos Mejor,Total DAC
Vive Zene,Total DAC
VOICE ASBL,Total DAC
Voice of America,Total DAC
Volens,Total DAC
Volontariato Internazionale per lo Sviluppo,Total DAC
Voluntariado Internacional para o Desenvolvimento Africano,Total DAC
Voluntary Service Overseas,Total DAC
Volunteer Organization for the InterNational Co-operation,Total DAC
VREDESEILANDEN,Total DAC
Wabi Shelbelle Development,Total DAC
Wadi,Total DAC
Wajir South Development Association,Total DAC
Wajir South Development Association ,Total DAC
War Child ,Total DAC
War Child Canada,Total DAC
War Child UK,Total DAC
Wardi Relief and Development Initiatives,Total DAC
Water for Life,Total DAC
WA-UK,Total DAC
Werkgroep Nederland Srebrenica,Total DAC
Wethaq Foundation for Civil Orientation,Total DAC
Windle Trust,Total DAC
Windle Trust International,Total DAC
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan ,Total DAC
Woman Kind Kenya,Total DAC
Women and Children Child Care Organization,Total DAC
Women Empowerment Organization,Total DAC
Women for Women InterNational,Total DAC
Women Now for Development,Total DAC
Women Welfare Organization Poonch,Total DAC
Women's Education Partnership,Total DAC
Women's Promotion and Human Development,Total DAC
Women's Refugee Commission,Total DAC
World Association of Children's Friends,Total DAC
World Care,Total DAC
World Concern,Total DAC
World Concern Development Organisation,Total DAC
World Education,Total DAC
World Hope InterNational,Total DAC
World Jewish Aid,Total DAC
World Organisation Against Torture,Total DAC
World Relief Corporation,Total DAC
World Society for the Protection of Animals,Total DAC
World University Service - Canada,Total DAC
World Vision  Netherlands,Total DAC
World Vision Angola,Total DAC
World Vision El Salvador,Total DAC
World Vision Germany,Total DAC
World Vision Ireland,Total DAC
World Vision Kenya,Total DAC
World Vision Pakistan,Total DAC
World Vision Philippines,Total DAC
World Vision Relief and Development  Inc.,Total DAC
World Vision South Sudan,Total DAC
World Vision Uganda,Total DAC
World Vision Vanuatu,Total DAC
World Vision Viet Nam,Total DAC
World Vision Zimbabwe,Total DAC
WRC - World Relief Corporation ,Total DAC
WSP InterNational,Total DAC
YAKKUM Emergency Unit,Total DAC
